Biomarker,Biomarker_HGNC,BiomarkerCluster,BiomarkerCluster_HGNC,TargetGene,TargetGene_HGNC,OncogeneAddiction,Beta,T-stat,P-value,EffectSize,CI_Lower,CI_Upper,n_Lines,MeanCNA,MeanEffect,MeanEffect_CNA6plus,PredictedEffect_CNA2,DeltaEffect_CNA6minusPred2,FDR
64778,FNDC3B,64778,FNDC3B,54468,MIOS,False,-0.1473741628323046,-4.421845330767451,9.786150166101885e-06,-0.4572138616418673,-0.2126971286523068,-0.0820511970123024,17,4.176470588235294,-0.5019553118618226,-0.8623041896775143,-0.1811997809915126,-0.6811044086860017,0.0037766426770549
6480,ST6GAL1,6480,ST6GAL1,54468,MIOS,False,-0.1525298507044808,-4.3011364616028445,1.6992437080415673e-05,-0.4732088767527596,-0.2220354375689922,-0.0830242638399694,17,4.0588235294117645,-0.5019553118618226,-0.8623041896775143,-0.1879232662937741,-0.6743809233837401,0.0055614657189985
6482,ST3GAL1,6482,ST3GAL1,1871,E2F3,False,-0.0881259331817887,-4.195772830941972,2.719427110330964e-05,-0.2385015988191496,-0.129292045385607,-0.0469598209779705,17,4.778054606541382,-0.390149628137926,-0.8318928865354852,-0.1453309735064994,-0.6865619130289857,0.0079094414769376
65125,WNK1,65125,WNK1,6158,RPL28,False,-0.1154169676338221,-4.495517377967223,6.940098960236943e-06,-0.327921314538191,-0.1657366707398093,-0.065097264527835,17,3.4411764705882355,-0.7582956692128893,-1.1645335698250874,-0.5919594511523808,-0.5725741186727066,0.0028491237443264
6829,SUPT5H,6829,SUPT5H,51343,FZR1,False,-0.0651795484679181,-4.173587182426692,2.998408463358967e-05,-0.1349615439691373,-0.0957886053635318,-0.0345704915723045,17,5.142457066628853,-0.3081703341787889,-0.6725064821070945,-0.1033464014961015,-0.5691600806109929,0.0084961533379093
7328,UBE2H,7328,UBE2H,91746,YTHDC1,False,-0.0945538840418309,-3.643281787751405,0.0002691838662213,-0.3956238814055597,-0.1454207173302722,-0.0436870507533896,17,3.0588235294117645,-0.6333707990002313,-1.0416948627913758,-0.5332549217794691,-0.5084399410119067,0.0433412102596425
7405,UVRAG,7405,UVRAG,324,APC,False,-0.0843620244059778,-4.332811308322929,1.4721727958402703e-05,-0.300125647880434,-0.1225235130406179,-0.0462005357713377,17,4.260128978999006,-0.4492872828731623,-0.7607730886018743,-0.2586182267861905,-0.5021548618156838,0.0050218292891785
7405,UVRAG,7405,UVRAG,10200,MPHOSPH6,False,-0.0971258495532842,-3.667000445256543,0.0002454123679234,-0.3648429079958483,-0.1490383513198268,-0.0452133477867416,17,4.260128978999006,-0.3070342471895066,-0.6245800415225657,-0.0875173000042312,-0.5370627415183346,0.0407489260871682
7405,UVRAG,7405,UVRAG,253260,RICTOR,False,-0.1075195439289448,-6.210130352958653,5.294066771146147e-10,-0.4735262380726025,-0.1414535230497705,-0.0735855648081192,17,4.260128978999006,-0.4244820364297008,-0.7621060952329285,-0.1814739993871358,-0.5806320958457927,9.787903435246635e-07
7405,UVRAG,7405,UVRAG,9804,TOMM20,False,-0.0849279021964427,-4.243495430616362,2.200648559149132e-05,-0.3466782640521251,-0.1241539676675184,-0.045701836725367,17,4.260128978999006,-0.6162604068541333,-0.97662971345506,-0.4243123939743596,-0.5523173194807003,0.0067372926710382
7405,UVRAG,7405,UVRAG,163131,ZNF780B,False,-0.101797526773814,-4.657524982988219,3.2003359677755614e-06,-0.4654317798323099,-0.1446356193059377,-0.0589594342416902,17,4.260128978999006,-0.1265252933981109,-0.4661891893143076,0.1035502468538134,-0.569739436168121,0.0015307999677642
8496,PPFIBP1,8496,PPFIBP1,5201,PFDN1,False,-0.166885004494691,-5.715452474349813,1.094124979627302e-08,-0.4216577916900658,-0.2241138240566293,-0.1096561849327527,17,3.608325498222973,-0.5771616540163615,-1.102074370960261,-0.308756246016494,-0.793318124943767,1.345396974358974e-05
8496,PPFIBP1,8496,PPFIBP1,8773,SNAP23,False,-0.2383123669466455,-5.286104652626318,1.249484294200672e-07,-0.401147929092891,-0.3266730194459969,-0.1499517144472941,17,3.608325498222973,-0.6531398241662092,-1.4248783471618192,-0.2698559678640488,-1.1550223792977703,0.0001080345977453
85415,RHPN2,85415,RHPN2,7849,PAX8,False,-0.2665320230226951,-4.296417789056446,1.735803003003744e-05,-0.4070080138892267,-0.3881200974370802,-0.14494394860831,17,3.676470588235294,-0.9158601685259526,-1.7962644440839104,-0.4690270711055517,-1.3272373729783586,0.0056386452017948
85476,GFM1,85476,GFM1,132660,LIN54,False,-0.1032612338664732,-3.9276340028361054,8.578562534570673e-05,-0.3807792392666198,-0.1547905513210305,-0.0517319164119159,17,4.529411764705882,-0.2904857359912964,-0.5739113634094696,-0.0292955562113936,-0.5446158071980759,0.018808408170308
8725,CCNE1,"8725, 898","URI1, CCNE1",898,CCNE1,False,-0.0891057719725882,-7.405633060645865,1.3052628813494844e-13,-0.1397045300017494,-0.1126883748980537,-0.0655231690471227,17,5.5967951550151,-0.6425779353343016,-1.494231956551609,-0.3220827264194162,-1.1721492301321923,5.275427360470589e-10
8743,TNFSF10,8743,TNFSF10,54468,MIOS,False,-0.136593015963817,-3.945200482689197,7.9733239982655e-05,-0.4237664126593864,-0.2044520241443848,-0.0687340077832492,17,4.235294117647059,-0.5019553118618226,-0.8623041896775143,-0.1966297467662321,-0.6656744429112822,0.0177881207799387
92609,TIMM50,92609,TIMM50,51343,FZR1,False,-0.0651795484679181,-4.173587182426692,2.998408463358967e-05,-0.1349615439691373,-0.0957886053635318,-0.0345704915723045,17,5.142457066628853,-0.3081703341787889,-0.6725064821070945,-0.1033464014961015,-0.5691600806109929,0.0084961533379093
9601,PDIA4,9601,PDIA4,10959,TMED2,False,-0.1101462063007625,-4.744478408798029,2.090442735843267e-06,-0.3452740647252461,-0.1556480673658032,-0.0646443452357218,17,3.4705882352941178,-0.6285900879326529,-0.9765777480998684,-0.4666103727844727,-0.5099673753153957,0.0010909934844419
9846,GAB2,9846,GAB2,7849,PAX8,False,-0.1268517706331559,-3.614362888351186,0.0003010871022952,-0.1937091334775044,-0.1956398003623843,-0.0580637409039275,17,5.097062991719109,-0.9158601685259526,-1.510220193795203,-0.5229922442639646,-0.987227949531238,0.0465536734496108
9846,GAB2,9846,GAB2,10440,TIMM17A,False,-0.1134897543031482,-4.653993484704408,3.255670941874921e-06,-0.23042703780696,-0.1612843702130151,-0.0656951383932813,17,5.097062991719109,-0.3878870846132758,-0.8273687682263264,-0.0364021666217009,-0.7909666016046255,0.0015529937618015
9846,GAB2,9846,GAB2,114034,TOE1,False,-0.069785026399136,-3.888972862938067,0.0001006693723362,-0.1407767607899032,-0.1049552739742634,-0.0346147788240087,17,5.097062991719109,-0.7187744888069909,-1.1774861203891258,-0.5026458661700856,-0.6748402542190403,0.0210535071530058
