source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0080090,regulation of primary metabolic process,0.00884515460735704,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",5390,157,66,21026,0.42038216560509556,0.012244897959183673,query_1,"['GO:0019222', 'GO:0044238']","['DNM1L', 'EIF4G1', 'NCOA2', 'IGF2BP2', 'SUB1', 'CLNS1A', 'DHX36', 'ECT2', 'TRA2B', 'AKT2', 'MECOM', 'EZH2', 'NCBP2', 'ERC1', 'RFX5', 'WWTR1', 'LSM14A', 'AGO2', 'REPIN1', 'HLTF', 'ASPH', 'RAP2B', 'RSF1', 'PIK3CA', 'PLSCR1', 'XRN1', 'ESRP1', 'MED29', 'RBM38', 'CHD7', 'CCNL1', 'SMYD3', 'WNK1', 'SUPT5H', 'UVRAG', 'CCNE1', 'PAX8', 'LIN54', 'FZR1', 'E2F3', 'KRAS', 'NELFB', 'SKP2', 'WDR48', 'ACTR3', 'TMED2', 'ATXN7L3', 'FBXW11', 'SOX17', 'SUPT7L', 'TRAF2', 'VEZF1', 'WT1', 'CCND1', 'RAF1', 'MYBL2', 'YTHDC1', 'SAMD4B', 'ZFP36L1', 'ARID2', 'PFDN1', 'METAP1', 'CDK4', 'APC', 'RICTOR', 'ZNF780B']","[['IEA'], ['IDA', 'IMP', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IEA'], ['NAS'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'TAS', 'IEA'], ['IDA', 'IMP', 'NAS', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IBA', 'NAS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISS', 'IBA', 'IEA'], ['ISO', 'IEA'], ['IDA', 'IMP'], ['ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA'], ['IC', 'IEA'], ['IDA', 'IBA'], ['IBA', 'NAS'], ['IDA', 'IBA'], ['NAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'IMP', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IBA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['NAS'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IMP', 'NAS', 'IEA'], ['IDA'], ['TAS'], ['TAS'], ['IDA', 'IGI', 'IC'], ['IEA'], ['IBA', 'IEA']]"
REAC,REAC:R-HSA-8849470,PTK6 Regulates Cell Cycle,0.010210435062497211,True,PTK6 Regulates Cell Cycle,6,118,3,11004,0.025423728813559324,0.5,query_1,['REAC:R-HSA-8848021'],"['CCNE1', 'CCND1', 'CDK4']","[['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0051726,regulation of cell cycle,0.01054880993979528,True,"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]",1087,157,23,21026,0.1464968152866242,0.021159153633854646,query_1,"['GO:0007049', 'GO:0050794']","['SMC4', 'EIF4G1', 'AHCTF1', 'ECT2', 'AKT2', 'MECOM', 'EZH2', 'PLSCR1', 'RBM38', 'CCNL1', 'WNK1', 'UVRAG', 'CCNE1', 'FZR1', 'CIT', 'SKP2', 'VPS4B', 'MAEA', 'CCND1', 'ZFP36L1', 'ARID2', 'CDK4', 'APC']","[['ISO', 'IEA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'IEA'], ['TAS'], ['IDA'], ['IMP', 'IEA'], ['IDA'], ['IDA'], ['NAS'], ['IDA'], ['IMP'], ['IBA', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IMP'], ['IBA', 'IEA'], ['IMP'], ['NAS'], ['IDA', 'IBA', 'IEA'], ['ISS', 'IEA'], ['NAS'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'NAS']]"
REAC,REAC:R-HSA-1643685,Disease,0.011349679440557477,True,Disease,1843,118,38,11004,0.3220338983050847,0.020618556701030927,query_1,['REAC:0000000'],"['PSMD8', 'AKT2', 'EZH2', 'NCBP2', 'PIK3CB', 'ZC3HC1', 'AGO2', 'ALG8', 'MTR', 'PIK3CA', 'ESRP1', 'MED29', 'ST6GAL1', 'ST3GAL1', 'SUPT5H', 'UVRAG', 'PPFIBP1', 'CCNE1', 'GAB2', 'FZR1', 'E2F3', 'KRAS', 'NELFB', 'SKP2', 'ZDHHC11', 'WDR48', 'VPS4B', 'ACTR3', 'TXNRD1', 'RPL28', 'TRAF2', 'CCND1', 'RAF1', 'XRCC2', 'CDK4', 'ARPC2', 'APC', 'RICTOR']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
REAC,REAC:R-HSA-69202,Cyclin E associated events during G1/S transition ,0.011599171679133035,True,Cyclin E associated events during G1/S transition ,82,118,7,11004,0.059322033898305086,0.08536585365853659,query_1,['REAC:R-HSA-69206'],"['PSMD8', 'AKT2', 'CCNE1', 'LIN54', 'SKP2', 'CCND1', 'CDK4']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
REAC,REAC:R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,0.011672964476817847,True,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,17,118,4,11004,0.03389830508474576,0.23529411764705882,query_1,['REAC:R-HSA-9687139'],"['CCNE1', 'E2F3', 'CCND1', 'CDK4']","[['REAC'], ['REAC'], ['REAC'], ['REAC']]"
REAC,REAC:R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",0.011672964476817847,True,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",17,118,4,11004,0.03389830508474576,0.23529411764705882,query_1,['REAC:R-HSA-9659787'],"['CCNE1', 'E2F3', 'CCND1', 'CDK4']","[['REAC'], ['REAC'], ['REAC'], ['REAC']]"
REAC,REAC:R-HSA-453279,Mitotic G1 phase and G1/S transition,0.01262729965836237,True,Mitotic G1 phase and G1/S transition,148,118,9,11004,0.07627118644067797,0.060810810810810814,query_1,['REAC:R-HSA-69278'],"['PSMD8', 'AKT2', 'CCNE1', 'LIN54', 'E2F3', 'SKP2', 'CCND1', 'MYBL2', 'CDK4']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0071840,cellular component organization or biogenesis,0.012662293530314032,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]",8393,157,90,21026,0.5732484076433121,0.010723221732396045,query_1,['GO:0009987'],"['CDH6', 'SMC4', 'DNM1L', 'EIF4G1', 'PAK4', 'NDRG1', 'ARFGEF1', 'SPINT2', 'SUB1', 'COX20', 'CLNS1A', 'FGD4', 'TGS1', 'IL1RAP', 'AHCTF1', 'DHX36', 'ECT2', 'AKT2', 'MECOM', 'EZH2', 'ERC1', 'SIPA1L3', 'ATP11B', 'UBN2', 'PIK3CB', 'WWTR1', 'LSM14A', 'AGO2', 'HLTF', 'DGAT1', 'MATN2', 'MMP7', 'ASPH', 'MTR', 'NDUFB9', 'OPA1', 'RSF1', 'PIK3CA', 'PLSCR1', 'XRN1', 'CHCHD3', 'MED29', 'CHD7', 'CCNL1', 'EXOC4', 'BICD1', 'GOLPH3', 'TFB2M', 'NOM1', 'SMYD3', 'WNK1', 'SUPT5H', 'UVRAG', 'PPFIBP1', 'RHPN2', 'CCNE1', 'TNFSF10', 'TIMM50', 'LIN54', 'MIOS', 'SNAP23', 'DDX39B', 'FZR1', 'LRFN1', 'KRAS', 'ESF1', 'PARD6B', 'PDS5B', 'VPS4B', 'ACTR3', 'TMED2', 'ATXN7L3', 'FBXW11', 'MAEA', 'SOX17', 'DCLRE1B', 'TRAF2', 'WT1', 'RAF1', 'MYBL2', 'YTHDC1', 'ARID2', 'POLR2M', 'XRCC2', 'PFDN1', 'ARPC2', 'APC', 'MPHOSPH6', 'RICTOR', 'TOMM20']","[['IBA', 'IEA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IPI', 'IMP', 'IGI'], ['TAS', 'IEA'], ['IEA'], ['IMP'], ['IEA'], ['IMP'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['ISS', 'IBA', 'IEA'], ['TAS', 'IC'], ['ISS', 'TAS', 'IEA'], ['IMP'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS', 'IEA'], ['IBA'], ['ISS', 'IEA'], ['IBA', 'NAS', 'IEA'], ['IBA'], ['TAS'], ['IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP'], ['IEA'], ['IMP'], ['NAS', 'IEA'], ['IBA', 'TAS'], ['IEA'], ['ISS', 'IEA'], ['IMP'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['EXP', 'IDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IC'], ['IMP', 'IBA', 'NAS', 'IC'], ['NAS'], ['IBA', 'IEA'], ['NAS'], ['NAS', 'IEA'], ['IMP', 'IGI', 'ISS', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IBA', 'IEA'], ['IBA'], ['IEA'], ['IDA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA'], ['IDA', 'IBA'], ['IEA'], ['IDA'], ['IDA', 'IMP'], ['IDA'], ['IEA'], ['IBA', 'TAS', 'IEA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IBA'], ['IEA'], ['IMP'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'NAS', 'IEA'], ['IBA', 'IEA'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'NAS'], ['IMP', 'IBA', 'IEA'], ['IMP', 'NAS', 'IEA'], ['NAS']]"
GO:BP,GO:0010564,regulation of cell cycle process,0.013042239730553924,True,"""Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",720,157,18,21026,0.11464968152866242,0.025,query_1,"['GO:0022402', 'GO:0051726']","['SMC4', 'EIF4G1', 'AHCTF1', 'ECT2', 'EZH2', 'PLSCR1', 'CCNL1', 'WNK1', 'UVRAG', 'CCNE1', 'FZR1', 'CIT', 'VPS4B', 'CCND1', 'ZFP36L1', 'ARID2', 'CDK4', 'APC']","[['ISO', 'IEA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'IEA'], ['IMP', 'IEA'], ['IDA'], ['NAS'], ['IDA'], ['IMP'], ['IBA'], ['IDA', 'IEA'], ['IMP'], ['IMP'], ['IDA', 'IBA', 'IEA'], ['ISS', 'IEA'], ['NAS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'NAS']]"
KEGG,KEGG:05167,Kaposi sarcoma-associated herpesvirus infection,0.01641510991808139,True,Kaposi sarcoma-associated herpesvirus infection,194,89,9,8484,0.10112359550561797,0.04639175257731959,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'E2F3', 'KRAS', 'TRAF2', 'CCND1', 'RAF1', 'CDK4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:04150,mTOR signaling pathway,0.018436820811040623,True,mTOR signaling pathway,155,89,8,8484,0.0898876404494382,0.05161290322580645,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'MIOS', 'KRAS', 'SKP2', 'RAF1', 'RICTOR']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0042981,regulation of apoptotic process,0.018548381441163875,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1462,157,27,21026,0.17197452229299362,0.018467852257181942,query_1,"['GO:0006915', 'GO:0043067']","['PAK4', 'ECT2', 'PIK3CB', 'ZC3HC1', 'PDCD5', 'OPA1', 'PIK3CA', 'CCNL1', 'GOLPH3', 'ST6GAL1', 'ST3GAL1', 'TNFSF10', 'PAX8', 'E2F3', 'KRAS', 'PDCD2', 'SKP2', 'MAEA', 'TRAF2', 'WT1', 'CCND1', 'RAF1', 'MYBL2', 'ZFP36L1', 'XRCC2', 'APC', 'RICTOR']","[['IMP'], ['IDA'], ['IMP', 'IEA'], ['IEA'], ['IMP'], ['IDA', 'IMP', 'IGI', 'IEA'], ['IMP', 'NAS', 'IEA'], ['NAS'], ['IMP'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['ISS', 'IEA'], ['IMP'], ['IEA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IEA'], ['IGI', 'IBA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IMP'], ['IEA'], ['IMP'], ['NAS']]"
KEGG,KEGG:04012,ErbB signaling pathway,0.02092332932432339,True,ErbB signaling pathway,84,89,6,8484,0.06741573033707865,0.07142857142857142,query_1,['KEGG:00000'],"['PAK4', 'AKT2', 'PIK3CB', 'PIK3CA', 'KRAS', 'RAF1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:04660,T cell receptor signaling pathway,0.021024697992262358,True,T cell receptor signaling pathway,119,89,7,8484,0.07865168539325842,0.058823529411764705,query_1,['KEGG:00000'],"['PAK4', 'AKT2', 'PIK3CB', 'PIK3CA', 'KRAS', 'RAF1', 'CDK4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0033554,cellular response to stress,0.021077667795524287,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",1830,157,31,21026,0.19745222929936307,0.016939890710382512,query_1,"['GO:0006950', 'GO:0051716']","['EIF4G1', 'NDRG1', 'DHX36', 'ECT2', 'EZH2', 'FH', 'PIK3CB', 'HLTF', 'MATN2', 'MTR', 'OPA1', 'PIK3CA', 'ITFG2', 'WNK1', 'UVRAG', 'PDIA4', 'MIOS', 'FZR1', 'SKP2', 'WDR48', 'TMED2', 'ATXN7L3', 'SUPT7L', 'DCLRE1B', 'TRAF2', 'CCND1', 'ZFP36L1', 'ARID2', 'XRCC2', 'XPR1', 'APC']","[['IMP', 'TAS'], ['IEP'], ['IDA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IGI', 'IEA'], ['ISS', 'IEA'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IMP', 'IBA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['NAS'], ['NAS'], ['IMP', 'IBA', 'IEA'], ['TAS', 'NAS'], ['IDA', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IMP', 'NAS'], ['IMP', 'IGI', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA']]"
KEGG,KEGG:05203,Viral carcinogenesis,0.02141493882240803,True,Viral carcinogenesis,201,89,9,8484,0.10112359550561797,0.04477611940298507,query_1,['KEGG:00000'],"['PIK3CB', 'PIK3CA', 'RASA2', 'CCNE1', 'KRAS', 'SKP2', 'TRAF2', 'CCND1', 'CDK4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:04071,Sphingolipid signaling pathway,0.02213910708089002,True,Sphingolipid signaling pathway,120,89,7,8484,0.07865168539325842,0.058333333333333334,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'GAB2', 'KRAS', 'TRAF2', 'RAF1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:04919,Thyroid hormone signaling pathway,0.023300668669655657,True,Thyroid hormone signaling pathway,121,89,7,8484,0.07865168539325842,0.05785123966942149,query_1,['KEGG:00000'],"['NCOA2', 'AKT2', 'PIK3CB', 'PIK3CA', 'KRAS', 'CCND1', 'RAF1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0000910,cytokinesis,0.02496626887235673,True,"""The division of the cytoplasm and the plasma membrane of a cell and its partitioning into two daughter cells."" [GOC:mtg_cell_cycle]",192,157,9,21026,0.05732484076433121,0.046875,query_1,"['GO:0022402', 'GO:0051301']","['AHCTF1', 'ECT2', 'EXOC4', 'WNK1', 'UVRAG', 'CIT', 'VPS4B', 'ACTR3', 'APC']","[['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['NAS'], ['IDA'], ['IMP'], ['IMP', 'IEA'], ['IMP', 'NAS'], ['IEA'], ['IMP']]"
REAC,REAC:R-HSA-69242,S Phase,0.02568843653435502,True,S Phase,162,118,9,11004,0.07627118644067797,0.05555555555555555,query_1,['REAC:R-HSA-69278'],"['PSMD8', 'AKT2', 'CCNE1', 'LIN54', 'FZR1', 'SKP2', 'PDS5B', 'CCND1', 'CDK4']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
KEGG,KEGG:04370,VEGF signaling pathway,0.03206773791745131,True,VEGF signaling pathway,59,89,5,8484,0.056179775280898875,0.0847457627118644,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'KRAS', 'RAF1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,0.03344061346056267,True,Diseases of signal transduction by growth factor receptors and second messengers,444,118,15,11004,0.1271186440677966,0.033783783783783786,query_1,['REAC:R-HSA-1643685'],"['PSMD8', 'AKT2', 'NCBP2', 'PIK3CB', 'ZC3HC1', 'AGO2', 'PIK3CA', 'ESRP1', 'PPFIBP1', 'GAB2', 'KRAS', 'WDR48', 'RAF1', 'APC', 'RICTOR']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,0.03610694330337713,True,"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1697,157,29,21026,0.18471337579617833,0.01708898055391868,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902680']","['NCOA2', 'SUB1', 'DHX36', 'MECOM', 'NCBP2', 'RFX5', 'WWTR1', 'AGO2', 'HLTF', 'ASPH', 'RSF1', 'PLSCR1', 'MED29', 'CHD7', 'SMYD3', 'WNK1', 'SUPT5H', 'PAX8', 'E2F3', 'ACTR3', 'ATXN7L3', 'FBXW11', 'SOX17', 'SUPT7L', 'VEZF1', 'WT1', 'RAF1', 'MYBL2', 'ZNF780B']","[['IDA', 'ISS', 'IBA', 'IEA'], ['IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IEA'], ['NAS'], ['IDA'], ['IBA', 'IEA'], ['IMP'], ['ISO', 'IEA'], ['IMP'], ['IDA'], ['IDA'], ['NAS'], ['IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['NAS'], ['IDA'], ['IDA', 'IMP', 'IGI'], ['IEA'], ['IDA', 'IBA'], ['IEA']]"
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,0.03690539604432854,True,"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1699,157,29,21026,0.18471337579617833,0.017068864037669218,query_1,"['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']","['NCOA2', 'SUB1', 'DHX36', 'MECOM', 'NCBP2', 'RFX5', 'WWTR1', 'AGO2', 'HLTF', 'ASPH', 'RSF1', 'PLSCR1', 'MED29', 'CHD7', 'SMYD3', 'WNK1', 'SUPT5H', 'PAX8', 'E2F3', 'ACTR3', 'ATXN7L3', 'FBXW11', 'SOX17', 'SUPT7L', 'VEZF1', 'WT1', 'RAF1', 'MYBL2', 'ZNF780B']","[['IDA', 'ISS', 'IBA', 'IEA'], ['IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IEA'], ['NAS'], ['IDA'], ['IBA', 'IEA'], ['IMP'], ['ISO', 'IEA'], ['IMP'], ['IDA'], ['IDA'], ['NAS'], ['IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['NAS'], ['IDA'], ['IDA', 'IMP', 'IGI'], ['IEA'], ['IDA', 'IBA'], ['IEA']]"
GO:BP,GO:0000082,G1/S transition of mitotic cell cycle,0.03736735005544174,True,"""The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated."" [GOC:mtg_cell_cycle]",202,157,9,21026,0.05732484076433121,0.04455445544554455,query_1,"['GO:0044772', 'GO:0044843']","['EIF4G1', 'EZH2', 'CCNE1', 'E2F3', 'SKP2', 'CCND1', 'ARID2', 'CDK4', 'APC']","[['IMP'], ['IEA'], ['IMP', 'IBA', 'NAS'], ['IDA'], ['TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['NAS'], ['IDA', 'IMP', 'IBA', 'NAS'], ['IMP']]"
KEGG,KEGG:05166,Human T-cell leukemia virus 1 infection,0.03901627926357137,True,Human T-cell leukemia virus 1 infection,218,89,9,8484,0.10112359550561797,0.04128440366972477,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'MMP7', 'PIK3CA', 'CCNE1', 'E2F3', 'KRAS', 'CCND1', 'CDK4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0030856,regulation of epithelial cell differentiation,0.03969615415001319,True,"""Any process that modulates the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]",156,157,8,21026,0.050955414012738856,0.05128205128205128,query_1,"['GO:0030855', 'GO:0045595', 'GO:2000026']","['EZH2', 'WWTR1', 'ESRP1', 'PAX8', 'KRAS', 'VEZF1', 'CCND1', 'ZFP36L1']","[['IEA'], ['IEA'], ['ISS'], ['ISS', 'IEA'], ['IEA'], ['IMP'], ['IEA'], ['IMP']]"
GO:BP,GO:0031124,mRNA 3'-end processing,0.040197294652068415,True,"""Any process involved in forming the mature 3' end of an mRNA molecule."" [GOC:mah]",46,157,5,21026,0.03184713375796178,0.10869565217391304,query_1,"['GO:0006397', 'GO:0031123']","['DHX36', 'NCBP2', 'PCF11', 'YTHDC1', 'ZFP36L1']","[['IMP'], ['IMP', 'NAS'], ['NAS', 'IEA'], ['IEA'], ['IDA']]"
